English Word;German Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
congressional;Kongress-;0;0;0;0;0;0;0;0;0;0
congressman;Kongressabgeordnete;0;0;0;0;0;0;0;0;0;1
congruence;Kongruenz;1;0;0;0;0;0;0;0;0;1
conic;konisch;0;0;0;0;0;0;0;0;0;0
conical;konisch;0;0;0;0;0;0;0;0;0;0
conjecture;Vermutung;0;0;0;1;0;0;0;0;0;0
conjugal;Ehe-;0;0;0;0;0;0;0;0;0;0
conjugate;Konjugat;0;0;0;0;0;0;0;0;0;0
conjugation;Konjugation;0;0;0;0;0;0;0;0;0;0
conjunction;Verbindung;0;0;0;0;0;0;0;0;0;0
conjunctive;verbindend;0;0;0;0;0;0;0;0;0;0
conjure;zaubern;0;0;0;1;0;0;0;0;1;0
conjuring;Zauberkunst;0;1;0;0;0;0;0;0;0;0
connect;verbinden;0;0;0;0;0;0;0;0;0;0
connected;verbunden;0;0;0;0;0;0;0;0;0;0
connection;Anschluss;0;0;0;0;0;0;0;0;0;0
connective;verbindend;0;0;0;0;0;0;0;0;0;1
connoisseur;Kenner;1;0;0;0;0;0;1;0;0;1
conquer;erobern;0;0;0;0;0;0;0;0;0;0
conqueror;Sieger;0;0;0;0;0;0;0;0;0;0
conquest;Eroberung;0;1;1;0;0;1;0;0;0;0
conscience;Gewissen;1;0;0;0;0;0;0;0;0;1
conscientious;gewissenhaft;1;0;0;0;0;0;0;0;0;1
consciousness;Bewusstsein;1;0;0;0;0;0;0;0;0;0
conscription;Einberufung;0;0;0;0;0;0;0;0;0;0
consecration;Weihe;1;0;0;1;0;0;1;1;0;1
consecutive;aufeinanderfolgenden;0;0;0;0;0;0;0;0;0;0
consent;Zustimmung;0;0;0;0;0;0;0;0;0;0
consenting;Zustimmung;0;0;0;0;0;0;0;0;0;0
consequence;Folge;0;0;0;0;0;0;0;0;0;0
consequent;daraus;0;0;0;1;0;0;0;0;0;0
conservation;Naturschutz;1;0;0;1;0;0;0;0;0;1
conservatism;Konservatismus;0;0;0;0;0;0;0;0;0;0
conservative;konservativ;0;0;0;0;0;0;0;0;0;0
conservatory;Wintergarten;0;0;0;0;0;0;0;0;0;0
conserve;sparen;1;0;0;0;0;0;0;0;0;0
considerable;erheblich;1;0;0;0;0;0;0;0;0;0
considerate;r�cksichtsvoll;1;0;0;0;0;0;0;0;0;1
consignee;Empf�nger;0;0;0;0;0;0;0;0;0;0
consignment;Sendung;0;0;0;0;0;0;0;0;0;0
consistency;Konsistenz;1;0;0;0;0;0;0;0;0;1
consistent;konsistent;0;0;0;0;0;0;0;0;0;0
consolation;Trost;0;0;0;0;0;0;0;0;0;0
console;Konsole;1;0;0;0;0;0;0;1;0;0
consolidate;konsolidieren;0;0;0;0;0;0;0;0;0;0
consolidation;Festigung;0;0;0;0;0;0;0;0;0;0
consonant;Konsonant;1;0;0;0;0;0;0;0;0;0
consort;Gemahlin;0;0;0;0;0;0;0;0;0;1
conspicuous;auff�llig;0;0;0;0;0;0;0;0;0;0
conspiracy;Verschw�rung;0;0;0;0;0;1;0;0;0;0
conspirator;Verschw�rer;0;1;1;1;1;1;0;0;0;0
conspire;konspirieren;0;1;0;0;0;1;0;0;0;0
constable;Wachtmeister;0;0;0;0;0;0;0;0;0;1
constancy;Konstanz;1;0;0;0;0;0;0;0;0;1
constant;Konstante;1;0;0;0;0;0;0;0;0;1
constantly;st�ndig;0;0;0;0;0;0;0;0;0;1
constellation;Konstellation;0;0;0;0;0;0;0;0;0;0
consternation;Best�rzung;0;1;1;0;0;1;0;0;0;0
constipation;Verstopfung;0;1;0;0;1;0;0;0;0;0
constituent;Bestandteil;0;0;0;0;0;0;0;0;0;0
constituents;Bestandteile;0;0;0;0;0;0;0;0;0;0
constitute;bilden;0;0;0;0;0;0;0;0;0;1
constitution;Verfassung;0;0;0;0;0;0;0;0;0;0
constitutional;Verfassungs-;1;0;0;0;0;0;0;0;0;1
constitutionality;Verfassungsm��igkeit;0;0;0;0;0;0;0;0;0;0
constrain;zwingen;0;1;0;0;0;1;0;0;0;0
constrained;gezwungen;0;1;0;0;0;0;0;0;0;0
constraint;Zwang;0;1;1;0;0;1;0;1;0;0
construct;konstruieren;1;0;0;0;0;0;0;0;0;0
construction;Bau;0;0;0;0;0;0;0;0;0;0
construe;konstruieren;0;0;0;0;0;0;0;0;0;0
consul;Konsul;0;0;0;0;0;0;0;0;0;1
consult;konsultieren;0;0;0;0;0;0;0;0;0;1
consultation;Beratung;0;0;0;0;0;0;0;0;0;0
consume;verbrauchen;0;0;0;0;0;0;0;0;0;0
consuming;raub;0;0;0;0;0;0;0;0;0;0
consummate;vollendet;1;0;0;0;0;0;0;0;0;0
consummation;Vollendung;0;0;0;0;0;0;0;0;0;0
consumption;Verbrauch;0;0;0;0;0;0;0;0;0;0
contact;Kontakt;1;0;0;0;0;0;0;0;0;0
contagion;Ansteckung;0;1;0;1;1;1;0;0;0;0
contagious;ansteckend;0;1;0;0;1;1;0;0;0;0
containment;Containment;0;0;0;0;0;0;0;0;0;0
contaminate;verunreinigen;0;1;0;0;1;0;0;0;0;0
contaminated;verunreinigt;0;1;0;0;1;1;0;1;0;0
contamination;Kontamination;0;1;0;0;1;0;0;0;0;0
contemplate;betrachten;0;0;0;0;0;0;0;0;0;0
contemplation;Kontemplation;1;0;0;0;0;0;0;0;0;0
contemplative;nachdenklich;0;0;0;0;0;0;0;0;0;0
contemporaneous;gleichzeitig;0;0;0;0;0;0;0;0;0;0
contemporary;zeitgen�ssisch;0;0;0;0;0;0;0;0;0;0
contempt;Verachtung;0;1;1;0;1;1;0;0;0;0
contemptible;ver�chtlich;0;1;1;0;1;0;0;0;0;0
contemptuous;ver�chtlich;0;1;1;0;0;0;0;0;0;0
contending;streit;0;0;0;0;0;0;0;0;0;0
content;Inhalt;1;0;0;0;0;0;1;0;0;1
contention;Streit;0;0;0;0;0;0;0;0;0;0
contentious;strittig;0;1;1;0;1;1;0;0;0;0
contents;Inhalt;0;0;0;0;0;0;0;0;0;0
context;Zusammenhang;0;0;0;0;0;0;0;0;0;0
contiguous;zusammenh�ngende;0;0;0;0;0;0;0;0;0;0
continence;Kontinenz;0;0;0;0;0;0;0;0;0;0
continent;Kontinent;0;0;0;0;0;0;0;0;0;0
continental;kontinental;0;0;0;0;0;0;0;0;0;0
contingency;Kontingenz;0;0;0;0;0;0;0;0;0;0
contingent;Kontingent;0;0;0;1;0;0;0;0;0;0
continual;st�ndig;0;0;0;0;0;0;0;0;0;0
continually;st�ndig;0;0;0;0;0;0;0;0;0;0
continuance;Bestand;0;0;0;0;0;0;0;0;0;0
continuation;Fortsetzung;0;0;0;1;0;0;0;0;0;0
continue;fortsetzen;1;0;0;1;0;0;0;0;0;1
continued;weiter;0;0;0;0;0;0;0;0;0;0
continuing;fortgesetzt;0;0;0;0;0;0;0;0;0;0
continuity;Kontinuit�t;0;0;0;0;0;0;0;0;0;0
continuous;kontinuierlich;0;0;0;0;0;0;0;0;0;0
continuously;st�ndig;0;0;0;0;0;0;0;0;0;0
contour;Kontur;1;0;0;0;0;0;0;0;0;0
contraband;Schmuggelware;0;1;1;0;1;1;0;0;0;0
contract;Vertrag;0;0;0;0;0;0;0;0;0;0
contracted;Vertrag;0;1;0;0;0;0;0;0;0;0
contractile;kontraktil;0;0;0;0;0;0;0;0;0;0
contracting;Vertrags-;0;0;0;0;0;0;0;0;0;0
contraction;Kontraktion;0;0;0;0;0;0;0;0;0;0
contradict;widersprechen;0;1;1;0;0;0;0;0;0;0
contradiction;Widerspruch;0;1;0;0;0;0;0;0;0;0
contradictory;widerspr�chlich;0;1;0;0;0;0;0;0;0;0
contrary;Gegenteil;0;1;0;0;0;0;0;0;0;0
contrast;Kontrast;0;0;0;0;0;0;0;0;0;0
contrasted;kontras;0;1;0;0;0;0;0;0;0;0
contravene;versto�en;0;1;0;0;0;0;0;0;0;0
contravention;Zuwiderhandlung;0;1;0;0;0;0;0;0;0;0
contribute;beitragen;1;0;0;0;0;0;0;0;0;0
contributor;Beitrag;1;0;0;0;0;0;0;0;0;1
contrived;gek�nstelt;0;0;0;0;0;0;0;0;0;0
control;Steuerung;0;0;0;0;0;0;0;0;0;0
controversial;umstritten;0;1;1;0;0;0;0;0;0;0
controversy;Kontroverse;0;1;0;0;0;0;0;0;0;0
conundrum;R�tsel;0;0;0;0;0;0;0;0;0;0
convalescent;genesend;0;0;0;0;0;0;0;0;0;0
convection;Konvektion;0;0;0;0;0;0;0;0;0;0
convene;einberufen;0;0;0;0;0;0;0;0;0;0
convenience;Bequemlichkeit;1;0;0;0;0;0;0;0;0;0
conveniences;Bequemlichkeiten;0;0;0;0;0;0;0;0;0;0
convenient;praktisch;1;0;0;0;0;0;0;0;0;0
convent;Kloster;1;0;0;0;0;0;0;0;0;1
convention;Konvention;1;0;0;0;0;0;0;0;0;0
conventional;konventionell;0;0;0;0;0;0;0;0;0;0
converge;konvergieren;0;0;0;0;0;0;0;0;0;0
convergence;Konvergenz;0;0;0;1;0;0;0;0;0;0
convergent;konvergent;0;0;0;0;0;0;0;0;0;0
conversant;conversant;1;0;0;0;0;0;0;0;0;0
conversation;Unterhaltung;0;0;0;0;0;0;0;0;0;0
conversational;Gespr�chs;1;0;0;0;0;0;0;0;0;0
converse;umgekehrt;0;0;0;0;0;0;0;0;0;0
conversing;Gespr�ch;0;0;0;0;0;0;0;0;0;0
conversion;Umwandlung;0;0;0;0;0;0;0;0;0;0
convert;konvertieren;1;0;0;0;0;0;0;0;0;0
converted;konvertierten;0;0;0;0;0;0;0;0;0;0
convertible;umwandelbar;0;0;0;0;0;0;0;0;0;0
convex;konvex;0;0;0;0;0;0;0;0;0;0
convexity;Konvexit�t;0;0;0;0;0;0;0;0;0;0
convey;�bermitteln;0;0;0;0;0;0;0;0;0;0
conveyance;Bef�rderung;0;0;0;0;0;0;0;0;0;0
conveyancing;Eigentums�bertragung;0;0;0;0;0;0;0;0;0;1
convict;Str�fling;0;1;1;0;1;1;0;1;0;0
conviction;�berzeugung;0;1;0;0;0;0;0;0;0;0
convince;�berzeugen;1;0;0;1;0;0;0;0;0;1
convinced;�berzeugt;0;0;0;0;0;0;0;0;0;1
convincing;�berzeugend;0;0;0;0;0;0;0;0;0;1
convocation;Einberufung;0;0;0;0;0;0;0;0;0;0
convoluted;gewunden;0;0;0;0;0;0;0;0;0;0
convolution;Windung;0;0;0;0;0;0;0;0;0;0
convoy;Konvoi;0;0;0;0;0;0;0;0;0;0
coo;Gurren;0;0;0;0;0;0;0;0;0;0
cook;Koch;0;0;0;0;0;0;0;0;0;0
cookery;Kochen;0;0;0;0;0;0;0;0;0;0
cooking;Kochen;0;0;0;0;0;0;0;0;0;0
cool;cool;1;0;0;0;0;0;0;0;0;0
cooler;K�hler;0;0;0;0;0;0;0;0;0;0
cooling;K�hlung;0;0;0;0;0;0;0;0;0;0
coolness;K�hle;1;0;0;0;0;0;0;0;0;0
coop;Stall;0;1;1;0;1;0;0;0;0;0
cooperate;kooperieren;1;0;0;0;0;0;0;0;0;0
cooperating;zusammenarbeiten;1;0;0;0;0;0;0;0;0;1
cooperation;Zusammenarbeit;1;0;0;0;0;0;0;0;0;1
cooperative;Genossenschaft;1;0;0;0;0;0;0;0;0;1
coordinate;Koordinate;0;0;0;0;0;0;0;0;0;0
cop;Polizist;0;0;0;0;0;1;0;0;0;1
copious;reichlich;0;0;0;0;0;0;0;0;0;0
copper;Kupfer;0;0;0;0;0;0;0;0;0;0
copy;Kopieren;0;1;0;0;0;0;0;0;0;0
copycat;Trittbrettfahrer;0;1;1;0;1;0;0;0;0;0
copying;Kopieren;0;0;0;0;0;0;0;0;0;0
copyright;Copyright;0;0;0;0;0;0;0;0;0;0
coral;Koralle;0;0;0;0;0;0;0;0;0;0
cord;Schnur;0;0;0;0;0;0;0;0;0;0
cordon;Kordon;0;0;0;0;0;0;0;0;0;0
corduroy;Kord;0;0;0;0;0;0;0;0;0;0
core;Ader;1;0;0;0;0;0;0;0;0;0
cork;Kork;0;0;0;0;0;0;0;0;0;0
corkscrew;Korkenzieher;0;0;0;0;0;0;0;0;0;0
corn;Mais;0;0;0;0;0;0;0;0;0;0
cornea;Hornhaut;0;0;0;0;0;0;0;0;0;0
corner;Ecke;0;0;0;0;0;0;0;0;0;0
cornet;Kornett;0;0;0;0;0;0;0;0;0;0
cornice;Gesims;0;0;0;0;0;0;0;0;0;0
cornstarch;St�rkemehl;0;0;0;0;0;0;0;0;0;0
corollary;logische Folge;0;0;0;0;0;0;0;0;0;0
corona;Corona;0;0;0;0;0;0;0;0;0;0
coronation;Kr�nung;1;0;0;0;0;0;1;0;0;1
coroner;Gerichtsmediziner;0;1;0;0;0;0;0;0;0;0
corporal;Korporal;0;1;0;0;0;0;0;0;0;0
corporate;Firmen-;0;0;0;0;0;0;0;0;0;0
corporation;K�rperschaft;1;0;0;0;0;0;0;0;0;1
corporeal;k�rperlich;1;0;0;0;0;0;0;0;0;0
corps;Korps;0;0;0;0;0;0;0;0;0;0
corpse;Leiche;0;1;0;0;1;0;0;1;0;0
corpus;Korpus;0;0;0;0;0;0;0;0;0;0
corral;Korral;0;0;0;0;0;0;0;0;0;0
correction;Korrektur;0;1;0;0;0;0;0;0;0;0
corrective;Korrektur;1;0;0;0;0;0;0;0;0;0
correctness;Korrektheit;0;0;0;0;0;0;0;0;0;1
correlation;Korrelation;0;0;0;0;0;0;0;0;0;0
correlative;Korrelat;0;0;0;0;0;0;0;0;0;0
correspond;entsprechen;0;0;0;0;0;0;0;0;0;0
correspondence;Briefwechsel;1;0;0;1;0;0;0;0;0;0
correspondent;Korrespondent;0;0;0;0;0;0;0;0;0;0
corridor;Korridor;0;0;0;0;0;0;0;0;0;0
corroborate;best�tigen;1;0;0;0;0;0;0;0;0;1
corroboration;Best�tigung;0;0;0;0;0;0;0;0;0;1
corrosion;Korrosion;0;1;0;0;0;0;0;0;0;0
corrosive;�tzend;0;1;0;0;0;1;0;0;0;0
corrupt;korrupt;0;1;0;0;0;0;0;0;0;0
corrupting;verderblich;0;1;1;0;1;1;0;1;0;0
corruption;Korruption;0;1;0;0;1;0;0;0;0;0
corse;corse;0;0;0;0;0;0;0;1;0;0
corset;Korsett;0;0;0;0;0;0;0;0;0;0
cortex;Kortex;0;0;0;0;0;0;0;0;0;0
cortical;kortikale;0;0;0;0;0;0;0;0;0;0
corvette;Korvette;0;0;0;0;0;0;0;0;0;0
cosmetic;Kosmetikum;0;0;0;0;0;0;0;0;0;0
cosmetics;Kosmetika;0;0;0;0;0;0;0;0;0;0
cosmic;kosmisch;0;0;0;0;0;0;0;0;0;0
cosmology;Kosmologie;0;0;0;0;0;0;0;0;0;0
cosmopolitan;weltoffen;1;0;0;0;0;0;0;0;0;1
cosmos;Kosmos;0;0;0;0;0;0;0;0;0;0
cost;Kosten;0;0;0;0;0;0;0;0;0;0
costly;teuer;0;0;0;0;0;0;0;0;0;0
costume;Kost�m;0;0;0;0;0;0;0;0;0;0
cosy;gem�tlich;1;0;0;0;0;0;0;0;0;0
cot;Kinderbett;0;0;0;0;0;0;0;0;0;0
cote;Stall;0;0;0;0;0;0;0;0;0;0
cottage;H�tte;0;0;0;0;0;0;0;0;0;0
cotton;Baumwolle;0;0;0;0;0;0;0;0;0;0
couch;Sofa;0;0;0;0;0;0;0;1;0;0
cougar;Puma;0;0;0;0;0;0;0;0;0;0
cough;Husten;0;1;0;0;1;0;0;0;0;0
council;Rat;1;0;0;1;0;0;0;0;0;1
counsel;Rat;1;0;0;0;0;0;0;0;0;1
counsellor;Ratgeber;0;1;1;0;0;1;0;0;0;1
counselor;Ratgeber;1;0;0;0;0;0;0;0;0;1
count;z�hlen;1;0;0;0;0;0;0;0;0;1
countdown;Countdown;0;0;0;1;0;0;0;0;0;0
countenance;Gesichtsausdruck;0;0;0;0;0;0;0;0;0;0
counter;Z�hler;0;0;0;0;0;0;0;0;0;0
counteract;entgegenwirken;0;0;0;0;0;0;0;0;0;0
counterbalance;Gegengewicht;0;0;0;0;0;0;0;0;0;0
counterclaim;Widerklage;0;0;0;0;0;0;0;0;0;0
counterpart;Gegenst�ck;0;0;0;0;0;0;0;0;0;0
countess;Gr�fin;1;0;0;0;0;0;0;0;0;0
countless;unz�hlig;0;0;0;0;0;0;0;0;0;0
country;Land;0;0;0;0;0;0;0;0;0;0
countryman;Landbewohner;0;0;0;0;0;0;0;0;0;1
counts;z�hlt;0;0;0;0;0;0;0;0;0;0
county;Grafschaft;0;0;0;0;0;0;0;0;0;1
coup;Coup;0;0;1;0;0;0;0;0;1;0
couple;Paar;0;0;0;0;0;0;0;0;0;0
coupled;verbunden;0;0;0;0;0;0;0;0;0;0
coupon;Gutschein;0;0;0;0;0;0;0;0;0;0
courage;Mut;1;0;0;0;0;0;0;0;0;0
courageous;mutig;1;0;0;0;0;1;0;0;0;0
courier;Kurier;0;0;0;0;0;0;0;0;0;1
courses;Kurse;0;0;0;0;0;0;0;0;0;0
coursing;Hetzjagd;0;1;0;0;0;0;0;0;0;0
court;Gericht;0;0;1;1;0;1;0;0;0;0
courteous;h�flich;1;0;0;0;0;0;0;0;0;0
courtesy;H�flichkeit;1;0;0;0;0;0;0;0;0;0
courthouse;Gerichtsgeb�ude;0;0;0;0;0;0;0;0;0;0
courts;Justiz;0;0;0;0;0;0;0;0;0;0
courtship;Brautwerbung;1;0;0;1;0;0;1;0;0;1
courtyard;Hof;0;0;0;0;0;0;0;0;0;0
cove;Bucht;1;0;0;1;1;1;1;0;0;0
covenant;B�ndnis;1;0;0;0;0;0;0;0;0;1
cover;Abdeckung;0;0;0;0;0;0;0;0;0;1
covered;bedeckt;0;0;0;0;0;0;0;0;0;0
covering;Abdeckung;0;0;0;0;0;0;0;0;0;0
covert;versteckt;0;0;0;0;0;0;0;0;0;0
covet;begehren;0;1;0;0;0;0;0;0;0;0
cow;Kuh;0;0;0;0;0;0;0;0;0;0
coward;Feigling;0;1;0;0;1;1;0;1;0;0
cowardice;Feigheit;0;1;0;0;0;1;0;0;0;0
cowardly;feige;0;1;0;0;0;1;0;0;0;0
cowboy;Cowboy;0;0;0;0;0;0;0;0;0;0
cowhide;Rindsleder;0;0;0;0;0;0;0;0;0;0
cowl;Kapuze;0;0;0;0;0;0;0;0;0;0
coworker;Mitarbeiter;0;0;0;0;0;0;0;0;0;0
coy;sch�chtern;0;0;0;0;0;1;0;0;0;0
coyote;Kojote;0;0;0;0;0;1;0;0;0;0
crab;Krabbe;0;0;0;0;0;0;0;0;0;0
crabby;m�rrisch;0;1;1;0;0;0;0;0;0;0
crack;Riss;0;1;0;0;0;0;0;0;0;0
cracked;rissig;0;1;1;0;0;1;0;0;0;0
cracker;Cracker;0;0;0;0;0;0;0;0;0;0
cracking;Spaltung;0;1;0;0;0;0;0;0;0;0
crackle;knistern;0;0;0;0;0;0;0;0;0;0
cradle;Wiege;1;0;0;1;0;0;1;0;0;1
craft;Kunst;1;0;0;0;0;0;0;0;0;0
craftsman;Handwerker;1;0;0;0;0;0;0;0;0;0
crafty;schlau;0;0;0;0;0;0;0;0;0;0
craig;craig;0;0;0;0;0;0;0;0;0;0
crammed;vollgestopft;0;0;0;0;0;0;0;0;0;0
cramp;Krampf;0;1;0;1;0;0;0;0;0;0
cramped;eng;0;1;0;0;0;0;0;0;0;0
crane;Kran;0;0;0;0;0;0;0;0;0;0
cranium;Sch�del;0;0;0;0;0;0;0;0;0;0
crank;Kurbel;0;1;0;0;0;0;0;0;0;0
cranky;verschroben;0;1;1;0;0;0;0;0;0;0
crap;Schei�e;0;1;0;0;1;0;0;0;0;0
craps;W�rfelspiel;0;0;0;1;0;0;0;0;0;0
crash;Absturz;0;1;0;0;0;1;0;1;1;0
crate;Kiste;0;0;0;0;0;0;0;0;0;0
crater;Krater;0;0;0;0;0;0;0;0;0;0
crave;begehren;0;0;0;1;0;0;0;0;0;0
craving;Verlangen;0;0;0;1;0;0;0;0;0;0
crawfish;Languste;0;0;0;0;0;0;0;0;0;0
crawl;kriechen;0;1;0;0;1;0;0;0;0;0
crayons;Buntstifte;0;0;0;0;0;0;0;0;0;0
craze;Welle;0;0;0;0;0;0;0;0;0;0
crazed;wahnsinnig;0;1;1;0;0;1;0;0;0;0
crazy;verr�ckt;0;1;1;0;0;1;0;1;0;0
creaking;Knarren;0;1;0;0;0;0;0;0;0;0
cream;Creme;1;0;0;1;0;0;1;0;1;0
creamer;Sahnek�nnchen;0;0;0;0;0;0;0;0;0;0
creamy;cremig;0;0;0;0;0;0;0;0;0;0
crease;Falte;0;0;0;0;0;0;0;0;0;0
create;schaffen;1;0;0;0;0;0;1;0;0;0
creation;Schaffung;0;0;0;0;0;0;0;0;0;0
creative;kreativ;1;0;0;0;0;0;0;0;0;0
creator;Sch�pfer;0;0;0;0;0;0;0;0;0;0
creature;Gesch�pf;0;1;0;0;1;1;0;0;0;0
credence;Glaube;1;0;0;0;0;0;0;0;0;1
credential;Anmeldeinformationen;1;0;0;0;0;0;0;0;0;1
credentials;Zeugnisse;0;0;0;0;0;0;0;0;0;0
credibility;Glaubw�rdigkeit;1;0;0;0;0;0;0;0;0;1
credible;glaubw�rdig;1;0;0;0;0;0;0;0;0;1
credit;Kredit;1;0;0;0;0;0;0;0;0;1
creditable;lobenswert;1;0;0;0;0;0;0;0;0;1
credited;Gutschrift;1;0;0;0;0;0;0;0;0;0
crediting;Gutschrift;0;0;0;0;0;0;0;0;0;0
creditor;Gl�ubiger;0;0;0;0;0;0;0;0;0;0
creed;Glaubensbekenntnis;0;0;0;0;0;0;0;0;0;0
creek;Bach;0;0;0;0;0;0;0;0;0;0
creep;kriechen;0;1;0;0;0;0;0;0;0;0
creeping;schleichend;0;0;0;1;0;0;0;0;0;0
cremation;Ein�scherung;0;0;0;0;0;0;0;1;0;0
creole;Kreole;0;0;0;0;0;0;0;0;0;0
crescendo;Crescendo;1;0;0;1;0;0;1;0;1;1
crescent;Halbmond;0;0;0;0;0;0;0;0;0;0
crevice;Felsspalte;0;0;0;0;0;0;0;0;0;0
crew;Crew;0;0;0;0;0;0;0;0;0;1
crib;Krippe;0;0;0;0;0;0;0;0;0;0
cricket;Kricket;0;0;0;0;0;0;0;0;0;0
crime;Verbrechen;0;1;1;0;0;0;0;0;0;0
criminal;Verbrecher;0;1;1;0;1;1;0;0;0;0
criminality;Kriminalit�t;0;1;1;0;1;1;0;0;0;0
crimp;kr�useln;0;0;0;0;0;0;0;0;0;0
crimson;Purpur;0;0;0;0;0;0;0;0;0;0
cringe;kriechen;0;1;0;0;1;1;0;1;0;0
cripple;Kr�ppel;0;1;0;0;0;1;0;1;0;0
crippled;verkr�ppelt;0;1;0;0;0;0;0;1;0;0
crisis;Krise;0;1;0;0;0;0;0;0;0;0
crisp;knackig;0;1;0;0;0;0;0;0;0;1
criterion;Kriterium;0;0;0;0;0;0;0;0;0;0
critic;Kritiker;0;1;0;0;0;0;0;0;0;0
criticism;Kritik;0;1;1;0;0;0;0;1;0;0
criticize;kritisieren;0;1;1;0;1;1;0;1;0;0
critique;Kritik;1;0;0;0;0;0;0;0;0;0
critter;lebewesen;0;0;0;0;1;0;0;0;0;0
croak;quaken;0;0;0;0;0;0;0;0;0;0
crock;Topf;0;0;0;0;0;0;0;0;0;0
crockery;Geschirr;0;0;0;0;0;0;0;0;0;0
crocodile;Krokodil;0;0;0;0;0;1;0;0;0;0
croft;Kate;0;0;0;0;0;0;0;0;0;0
crook;Gauner;0;1;0;0;0;0;0;0;0;0
crop;Ernte;0;0;0;0;0;0;0;0;0;0
croquet;Krocketspiel;0;0;0;0;0;0;0;0;0;0
cross;�berqueren;0;1;1;0;0;1;0;1;0;0
crossbow;Armbrust;0;0;0;0;0;0;0;0;0;0
crossed;gekreuzt;0;0;0;0;0;0;0;0;0;0
crossing;�berfahrt;0;0;0;0;0;0;0;0;0;0
crotch;Schritt;0;0;0;0;0;0;0;0;0;0
crouch;Hocke;0;0;0;0;0;1;0;0;0;0
crouched;kauerte;0;0;0;0;0;0;0;0;0;0
crouching;geduckt;0;1;0;0;0;1;0;0;0;0
croupier;Croupier;0;0;0;0;0;0;0;0;0;0
crow;Kr�he;0;0;0;0;0;0;0;0;0;0
crowd;Menschenmenge;0;0;0;0;0;0;0;0;0;0
crowded;�berf�llt;0;0;0;0;0;0;0;0;0;0
crown;Krone;0;0;0;0;0;0;0;0;0;0
crowning;Kr�nung;1;0;0;1;0;0;1;0;1;1
crucial;entscheidend;1;0;0;0;0;0;0;0;0;1
cruciate;Kreuz;0;1;0;0;0;0;0;0;0;0
crucifix;Kruzifix;0;0;0;0;0;0;0;0;0;0
crucifixion;Kreuzigung;0;1;1;0;1;1;0;1;0;0
crude;Roh�l;0;1;0;0;1;0;0;0;0;0
cruel;grausam;0;1;1;0;1;1;0;1;0;0
cruelly;grausam;0;1;1;0;0;1;0;0;0;0
cruelty;Grausamkeit;0;1;1;0;1;1;0;1;0;0
cruise;Kreuzfahrt;0;0;0;0;0;0;0;0;0;0
cruiser;Kreuzer;0;0;0;0;0;0;0;0;0;0
crumb;Krume;0;0;0;0;0;0;0;0;0;0
crumbling;br�chig;0;1;0;0;0;0;0;1;0;0
crunch;Knirschen;0;1;1;0;0;0;0;0;0;0
crusade;Kreuzzug;0;1;1;0;0;1;0;0;0;0
crush;Gedr�nge;0;0;0;0;0;0;0;0;0;0
crushed;gebrochen;0;1;1;0;1;1;0;1;0;0
crushing;vernichtend;0;1;1;0;1;1;0;0;0;0
crust;Kruste;0;0;0;0;0;0;0;0;0;0
crusty;knusprig;0;1;0;0;1;0;0;0;0;0
crutch;Kr�cke;0;0;0;0;0;0;0;0;0;0
crux;Kern;0;0;0;0;0;0;0;0;0;0
cry;Schrei;0;1;0;0;0;0;0;1;0;0
crying;Schreien;0;1;0;0;0;0;0;1;0;0
crypt;Krypta;0;1;0;0;0;1;0;1;0;0
cryptic;geheimnisvoll;0;0;0;0;0;0;0;0;0;0
cryptography;Geheimschrift;0;0;0;0;0;0;0;0;0;0
crystal;Kristall;1;0;0;0;0;0;0;0;0;0
crystalline;kristallin;0;0;0;0;0;0;0;0;0;0
crystallization;Kristallisieren;0;0;0;0;0;0;0;0;0;0
cub;Junge;0;0;0;0;0;0;0;0;0;0
cube;W�rfel;0;0;0;0;0;0;0;0;0;1
cubicle;Kabine;0;0;0;0;0;0;0;0;0;0
cuckold;Hahnrei;0;1;0;0;1;0;0;0;0;0
cuckoo;Kuckuck;0;1;0;0;0;0;0;0;0;0
cuddle;schmusen;1;0;0;0;0;0;1;0;0;1
cue;Stichwort;0;0;0;1;0;0;0;0;0;0
cuff;Manschette;0;0;0;0;0;0;0;0;0;0
cuisine;K�che;0;0;0;0;0;0;0;0;0;0
culinary;kulinarisch;1;0;0;0;0;0;0;0;0;1
cull;pfl�cken;0;1;0;0;0;0;0;0;0;0
culminate;gipfeln;0;0;0;0;0;0;0;0;0;0
culmination;H�hepunkt;1;0;0;0;0;0;0;0;0;0
culpability;Schuld;0;1;0;0;0;0;0;0;0;0
culpable;schuldhaft;0;1;0;0;0;0;0;0;0;0
culprit;T�ter;0;1;0;0;0;0;0;0;0;0
cult;Kult;0;1;0;0;0;1;0;0;0;0
cultivate;kultivieren;1;0;0;1;0;0;0;0;0;1
cultivated;kultiviert;1;0;0;0;0;0;0;0;0;0
cultivation;Anbau;1;0;0;0;0;0;0;0;0;0
culture;Kultur;1;0;0;0;0;0;0;0;0;0
culvert;Abwasserkanal;0;0;0;0;0;0;0;0;0;0
cumbersome;schwerf�llig;0;1;0;0;0;0;0;1;0;0
cumulus;Kumulus;0;0;0;0;0;0;0;0;0;0
cunning;List;1;1;0;0;0;0;0;0;0;0
